,lisa_I,lisa_p,lisa_quad,lisa_class,lisa_sig,lisa_label
6291,0.4515305563748929,0.038,3,3,True,LH (Low surrounded by High)
6292,1.5293049999061354,0.006,3,3,True,LH (Low surrounded by High)
6293,0.8788254173305016,0.001,1,1,True,HH (Hot Spot)
6294,0.05488285167898069,0.324,3,0,False,No Significativo
6295,-0.07955447730873161,0.018,2,2,True,LL (Cold Spot)
6296,1.1170308826235944,0.008,1,1,True,HH (Hot Spot)
6297,0.9026953355176125,0.017,3,3,True,LH (Low surrounded by High)
6298,0.23974395288491815,0.115,3,0,False,No Significativo
6299,0.585666327294143,0.047,1,1,True,HH (Hot Spot)
6300,2.720344303652663,0.002,3,3,True,LH (Low surrounded by High)
6301,0.6944249358136874,0.057,1,0,False,No Significativo
6302,1.8646487574657458,0.004,3,3,True,LH (Low surrounded by High)
6303,0.9806303871884765,0.01,3,3,True,LH (Low surrounded by High)
6304,1.2207313630500871,0.01,3,3,True,LH (Low surrounded by High)
6305,0.9688503100201062,0.03,3,3,True,LH (Low surrounded by High)
6306,0.3225758918128959,0.162,3,0,False,No Significativo
6307,-0.029959915079459803,0.053,4,0,False,No Significativo
6308,0.22389957279206152,0.222,3,0,False,No Significativo
6309,0.33591746580308457,0.044,1,1,True,HH (Hot Spot)
6310,-0.06349459499704062,0.235,2,0,False,No Significativo
6311,-0.08075907829026387,0.2,2,0,False,No Significativo
6312,0.24251088774748,0.3,1,0,False,No Significativo
6313,1.5363712148049946,0.001,1,1,True,HH (Hot Spot)
6314,0.3779306755732005,0.025,1,1,True,HH (Hot Spot)
6315,-0.026513152146588226,0.365,2,0,False,No Significativo
6316,0.9487230847802647,0.005,1,1,True,HH (Hot Spot)
6317,0.754555491771446,0.009,1,1,True,HH (Hot Spot)
6318,-0.061145196773633906,0.132,2,0,False,No Significativo
6319,0.5256297457492781,0.047,3,3,True,LH (Low surrounded by High)
6320,0.37397303395633325,0.014,1,1,True,HH (Hot Spot)
6321,0.5332209865712259,0.078,1,0,False,No Significativo
6322,-0.07441970874721483,0.395,2,0,False,No Significativo
6323,2.9985715585186923,0.002,3,3,True,LH (Low surrounded by High)
6324,-0.02597499733304906,0.17,2,0,False,No Significativo
6325,0.5194765240831605,0.029,1,1,True,HH (Hot Spot)
6326,0.13240182433931735,0.134,3,0,False,No Significativo
